Symbol,EntryDate,ExitDate,EntryPrice,ExitPrice
MARUTI,2015-05-28,2015-06-05,3372.791748046875,3418.76025390625
AUROPHARMA,2015-05-28,2015-06-05,619.2670288085938,622.94677734375
INDUSINDBK,2015-05-28,2015-06-05,805.4051513671875,785.771484375
SOLARINDS,2015-05-28,2015-06-05,668.1693115234375,670.1499633789062
SIEMENS,2015-05-28,2015-06-05,1292.40625,1259.5638427734375
TORNTPHARM,2015-05-28,2015-06-05,544.9664306640625,541.7552490234375
MARUTI,2015-06-05,2015-06-15,3418.76025390625,3425.990234375
SIEMENS,2015-06-05,2015-06-15,1259.5638427734375,1228.351806640625
AUROPHARMA,2015-06-05,2015-06-15,622.94677734375,606.7191772460938
TORNTPHARM,2015-06-05,2015-06-15,541.7552490234375,565.3656616210938
EICHERMOT,2015-06-05,2015-06-15,1508.4512939453125,1563.5880126953125
LUPIN,2015-06-05,2015-06-15,1682.3203125,1621.00634765625
MARUTI,2015-06-15,2015-06-23,3425.990234375,3653.107177734375
EICHERMOT,2015-06-15,2015-06-23,1563.5880126953125,1671.9539794921875
TORNTPHARM,2015-06-15,2015-06-23,565.3656616210938,593.9886474609375
SOLARINDS,2015-06-15,2015-06-23,681.115478515625,720.155029296875
MARICO,2015-06-15,2015-06-23,179.8388214111328,192.29440307617188
BRITANNIA,2015-06-15,2015-06-23,1154.4576416015625,1205.3116455078125
SOLARINDS,2015-06-23,2015-07-01,720.155029296875,702.2715454101562
EICHERMOT,2015-06-23,2015-07-01,1671.9539794921875,1765.240478515625
BRITANNIA,2015-06-23,2015-07-01,1205.3116455078125,1202.1646728515625
SIEMENS,2015-06-23,2015-07-01,1296.6451416015625,1288.819091796875
AUROPHARMA,2015-06-23,2015-07-01,663.3377075195312,695.8642578125
PAGEIND,2015-06-23,2015-07-01,13683.3662109375,13825.9892578125
AUROPHARMA,2015-07-01,2015-07-09,695.8642578125,688.9265747070312
BRITANNIA,2015-07-01,2015-07-09,1202.1646728515625,1242.808349609375
PAGEIND,2015-07-01,2015-07-09,13825.9892578125,13492.4091796875
EICHERMOT,2015-07-01,2015-07-09,1765.240478515625,1790.29345703125
SOLARINDS,2015-07-01,2015-07-09,702.2715454101562,724.3841552734375
INDUSINDBK,2015-07-01,2015-07-09,824.4738159179688,840.9058227539062
SOLARINDS,2015-07-09,2015-07-17,724.3841552734375,771.1647338867188
EICHERMOT,2015-07-09,2015-07-17,1790.29345703125,1830.143310546875
AUROPHARMA,2015-07-09,2015-07-17,688.9265747070312,720.2412719726562
BRITANNIA,2015-07-09,2015-07-17,1242.808349609375,1266.8160400390625
CONCOR,2015-07-09,2015-07-17,500.7660827636719,513.1302490234375
TORNTPHARM,2015-07-09,2015-07-17,571.0903930664062,589.4574584960938
AUROPHARMA,2015-07-17,2015-07-27,720.2412719726562,702.13671875
BRITANNIA,2015-07-17,2015-07-27,1266.8160400390625,1297.554443359375
TORNTPHARM,2015-07-17,2015-07-27,589.4574584960938,614.632568359375
EICHERMOT,2015-07-17,2015-07-27,1830.143310546875,1678.1246337890625
SOLARINDS,2015-07-17,2015-07-27,771.1647338867188,719.7435913085938
DABUR,2015-07-17,2015-07-27,266.9602355957031,270.89093017578125
SOLARINDS,2015-07-27,2015-08-04,719.7435913085938,729.1397094726562
EICHERMOT,2015-07-27,2015-08-04,1678.1246337890625,1750.126953125
AUROPHARMA,2015-07-27,2015-08-04,702.13671875,716.7725219726562
BRITANNIA,2015-07-27,2015-08-04,1297.554443359375,1405.3817138671875
MARUTI,2015-07-27,2015-08-04,3799.4716796875,4036.54638671875
INDUSINDBK,2015-07-27,2015-08-04,883.5631103515625,896.7464599609375
EICHERMOT,2015-08-04,2015-08-12,1750.126953125,1721.595703125
AUROPHARMA,2015-08-04,2015-08-12,716.7725219726562,707.2211303710938
BRITANNIA,2015-08-04,2015-08-12,1405.3817138671875,1490.0191650390625
SIEMENS,2015-08-04,2015-08-12,1375.28076171875,1338.6185302734375
CHOLAFIN,2015-08-04,2015-08-12,131.58352661132812,124.14282989501952
DABUR,2015-08-04,2015-08-12,267.0973815917969,272.7647399902344
AUROPHARMA,2015-08-12,2015-08-20,707.2211303710938,759.2066040039062
BRITANNIA,2015-08-12,2015-08-20,1490.0191650390625,1426.9556884765625
SIEMENS,2015-08-12,2015-08-20,1338.6185302734375,1319.005859375
EICHERMOT,2015-08-12,2015-08-20,1721.595703125,1822.9354248046875
DABUR,2015-08-12,2015-08-20,272.7647399902344,272.07916259765625
BHARATFORG,2015-08-12,2015-08-20,543.3045043945312,587.1107788085938
EICHERMOT,2015-08-20,2015-08-28,1822.9354248046875,1640.9415283203125
AUROPHARMA,2015-08-20,2015-08-28,759.2066040039062,719.3134765625
DABUR,2015-08-20,2015-08-28,272.07916259765625,256.2196960449219
BRITANNIA,2015-08-20,2015-08-28,1426.9556884765625,1316.052978515625
INDUSINDBK,2015-08-20,2015-08-28,881.4298095703125,801.5706176757812
LUPIN,2015-08-20,2015-08-28,1797.3583984375,1769.1221923828125
AUROPHARMA,2015-08-28,2015-09-07,719.3134765625,670.9567260742188
LUPIN,2015-08-28,2015-09-07,1769.1221923828125,1715.930419921875
BRITANNIA,2015-08-28,2015-09-07,1316.052978515625,1282.2421875
BHARATFORG,2015-08-28,2015-09-07,550.8734741210938,473.0189514160156
TATAELXSI,2015-08-28,2015-09-07,840.7200927734375,777.1347045898438
OFSS,2015-08-28,2015-09-07,2551.80517578125,2439.04443359375
TATAELXSI,2015-09-07,2015-09-15,777.1347045898438,864.1842041015625
LUPIN,2015-09-07,2015-09-15,1715.930419921875,1745.497314453125
KEI,2015-09-07,2015-09-15,93.63536071777344,94.46270751953124
TORNTPHARM,2015-09-07,2015-09-15,675.7687377929688,663.7448120117188
CUMMINSIND,2015-09-07,2015-09-15,894.0689086914062,925.2054443359376
ASTRAL,2015-09-07,2015-09-15,184.1976013183593,192.07177734375
TATAELXSI,2015-09-15,2015-09-24,864.1842041015625,850.457275390625
TORNTPHARM,2015-09-15,2015-09-24,663.7448120117188,619.1857299804688
CUMMINSIND,2015-09-15,2015-09-24,925.2054443359376,927.56494140625
LUPIN,2015-09-15,2015-09-24,1745.497314453125,1892.23876953125
GODREJCP,2015-09-15,2015-09-24,397.1652221679688,365.8592834472656
BRITANNIA,2015-09-15,2015-09-24,1360.81689453125,1278.4803466796875
TATAELXSI,2015-09-24,2015-10-06,850.457275390625,880.1876831054688
MARUTI,2015-09-24,2015-10-06,4177.68310546875,3983.146484375
ASHOKLEY,2015-09-24,2015-10-06,72.1254653930664,74.69853973388672
KEI,2015-09-24,2015-10-06,96.26337432861328,102.78475189208984
SOLARINDS,2015-09-24,2015-10-06,695.47216796875,661.3772583007812
OFSS,2015-09-24,2015-10-06,2536.617919921875,2619.1953125
MARUTI,2015-10-06,2015-10-14,3983.146484375,3887.776123046875
ASHOKLEY,2015-10-06,2015-10-14,74.69853973388672,75.09439086914062
KEI,2015-10-06,2015-10-14,102.78475189208984,107.79745483398438
TATAELXSI,2015-10-06,2015-10-14,880.1876831054688,833.0338745117188
OFSS,2015-10-06,2015-10-14,2619.1953125,2544.44482421875
TORNTPHARM,2015-10-06,2015-10-14,693.8929443359375,682.5099487304688
ASHOKLEY,2015-10-14,2015-10-23,75.09439086914062,75.21315002441406
KEI,2015-10-14,2015-10-23,107.79745483398438,101.47075653076172
TATAELXSI,2015-10-14,2015-10-23,833.0338745117188,833.6650390625
OFSS,2015-10-14,2015-10-23,2544.44482421875,2622.254150390625
AARTIIND,2015-10-14,2015-10-23,121.86834716796876,119.98469543457033
INDUSINDBK,2015-10-14,2015-10-23,898.2622680664062,907.6240844726562
AARTIIND,2015-10-23,2015-11-02,119.98469543457033,119.38005828857422
